R0000100,R0536300,R0536401,R0536402,R1204500,R1235800,R1482600,T5201400,T5202300,T5207400,T5211900,T5213200,T5397100,T6055500,T6141700,T6141800,T6145800,T6206400,T6210200,T6216400,T6216401,T6216402,T6216403,T6216500,T6216501,T6216502,T6216503,T6231000,T8123600,T8123700,T8129600,T8134500,T8976700,T9039300,T9039400,T9039500,T9039600,T9039700,T9039800,T9039900,T9040000,T9093100,T9093300,U0203700,T5915200,T5206800,T8128900,T5797300,T5808400,T6316000,T6230100,R0532200,R1302400,R1302500,R1486500,R1486600,R1486900,R1487700,R1487800,U0009400
3752,2,8,1981,5829,1,4,29,3,2,1,328675,-4,35000,5,5,4,2,0,1,1,7,7,3,2,4,6,4700,32,3,2,1,34000,-2,3,3,4,1,4,4,3,2,0,-4,1,12,12,0,1,-4,5180,0,-3,12,1,-4,300,2,0,2
3753,2,11,1982,5829,1,4,27,3,1,1,343110,-4,22000,5,11,5,4,1,1,1,6,6,4,4,5,3,5700,31,3,1,1,-2,217,2,1,4,1,3,3,3,3,1,-4,0,11,11,0,3,1,770,0,-3,12,2,-4,300,4,3,1
3754,2,9,1982,30680,1,1,28,3,5,1,115513,-4,42000,5,8,4,2,0,1,1,7,5,1,1,6,6,2310,31,3,5,1,43000,302,3,1,4,2,3,4,2,3,0,-4,0,12,17,1,1,-4,7860,1,12,11,4,2,300,0,0,5
3755,1,11,1980,20045,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-3,10,1,-4,600,9,2,-5
3756,2,5,1983,20045,1,1,27,3,1,1,106929,-4,10000,5,2,4,3,0,1,1,7,7,4,1,1,5,4010,30,3,1,1,-4,217,5,5,5,1,3,2,4,2,0,-4,0,8,8,0,4,0,8680,0,-3,10,1,-4,600,2,1,1
3757,1,3,1981,-3,1,1,29,3,2,1,110929,-4,20000,5,7,3,2,0,3,5,6,5,4,3,5,3,9620,32,3,2,1,30000,170,5,4,5,1,5,5,1,1,0,-4,0,12,12,0,3,-4,4470,1,12,12,2,2,600,4,1,2
3758,2,2,1984,-3,1,1,26,3,2,1,105081,-4,13000,5,3,2,4,0,5,7,7,7,4,1,7,7,3600,29,3,2,1,21000,148,1,1,5,1,3,5,1,3,0,-4,0,12,12,0,2,-4,8170,1,12,12,2,4,600,0,0,2
3759,1,2,1981,20186,1,1,29,3,0,1,110929,-4,21000,5,9,3,3,0,4,5,5,3,4,7,5,2,4250,32,3,0,1,-4,-2,4,3,3,1,2,3,2,2,0,-4,0,11,11,-4,2,-4,7770,0,12,12,4,-4,-4,0,3,0
3760,1,1,1981,33300,1,1,29,3,2,1,110929,-4,45000,5,8,3,2,0,1,2,7,5,6,7,4,4,-3,33,4,2,1,65000,185,4,3,4,2,5,3,2,2,0,-4,3,12,13,-4,1,0,-3,0,12,12,2,-4,600,2,1,2
3761,2,12,1983,33300,1,1,27,3,2,1,106929,-4,9000,5,3,2,3,0,1,2,6,6,5,5,5,4,4760,30,3,2,1,17000,125,4,3,4,1,4,4,3,3,0,-4,0,12,15,0,3,-4,5580,0,12,12,4,-4,600,0,0,2
3762,1,3,1980,25000,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,12,2,4,-4,9,0,-5
3763,1,5,1980,60000,1,4,30,3,2,0,381370,-4,30000,5,9,4,3,0,1,6,7,7,5,2,4,7,7510,33,3,2,0,38000,213,3,2,4,1,2,4,1,1,0,-4,1,12,14,0,2,-4,4170,1,12,12,2,4,-4,0,0,2
3764,2,2,1983,52100,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,3,2,1,35000,150,5,3,5,1,5,5,1,1,0,-5,-5,-5,15,-5,-5,-5,-5,1,12,12,3,3,400,4,1,-5
3765,2,10,1984,29600,1,1,26,3,2,1,234344,-4,-4,4,11,4,1,0,1,2,7,5,3,2,5,7,-4,29,3,2,1,-4,140,3,3,5,1,4,5,1,1,0,-4,2,12,13,-4,-4,-4,-4,0,-3,12,2,-4,600,0,0,2
3766,2,11,1983,-3,1,4,27,3,2,1,344119,-4,26000,5,5,3,3,0,1,1,7,5,4,5,4,5,310,30,3,2,1,-4,105,2,3,1,1,3,4,1,3,0,-4,1,12,12,-4,3,-4,8680,0,12,16,4,2,500,1,3,2
3767,2,12,1983,53020,1,4,26,3,1,0,344119,-4,22000,5,6,4,1,0,1,1,7,7,4,3,7,7,5120,30,3,1,0,25000,140,4,5,5,1,4,5,2,1,0,-4,1,8,8,0,1,0,8680,1,12,14,4,3,100,1,3,1
3768,1,7,1980,43500,1,4,30,3,2,1,396625,-4,20000,5,10,4,3,0,1,3,6,6,5,1,3,4,20,33,3,2,1,16500,232,3,4,2,2,2,2,4,3,0,-4,0,12,12,0,2,-4,3980,0,11,18,2,-4,400,0,0,2
3769,1,2,1982,43500,1,4,28,3,1,1,360512,-4,41000,5,9,3,2,0,1,3,6,5,7,7,4,2,6230,31,3,1,1,27000,170,4,3,3,1,3,3,2,2,0,-4,0,8,8,1,1,-4,3680,0,11,18,3,-4,400,6,3,1
3770,1,8,1983,43500,1,4,27,4,2,1,315743,-4,18000,5,11,4,3,0,3,3,5,5,4,3,5,2,5620,30,3,2,1,19000,250,3,4,2,2,4,4,2,2,0,-4,0,12,13,0,3,-4,6390,0,11,18,4,-4,400,0,1,2
3771,2,12,1984,64092,1,1,25,3,4,1,243718,-4,40000,5,3,4,3,0,1,2,7,6,5,1,4,4,50,29,3,7,1,35000,150,5,2,4,1,4,4,3,1,0,-4,1,12,17,0,1,-4,7070,1,12,14,3,4,600,0,0,7
3772,1,9,1983,62040,1,4,27,3,2,1,315743,-4,42000,6,0,4,2,0,1,1,7,7,2,4,6,6,6220,30,3,2,1,47000,240,4,4,4,1,4,4,1,2,0,-4,0,12,12,1,1,-4,770,1,12,11,2,4,200,0,0,2
3773,1,8,1984,62040,1,4,26,3,2,1,346146,-4,32029,6,0,3,1,0,1,1,7,7,6,3,6,3,8620,29,3,2,1,44500,227,5,5,5,1,5,5,1,2,0,-4,3,12,12,-4,-4,1,680,1,12,11,4,3,200,2,0,2
3774,2,7,1982,-4,1,4,28,3,1,1,349698,-4,-4,5,7,3,3,0,5,2,6,7,1,1,7,7,4760,31,3,1,1,-4,125,4,1,4,1,4,4,1,2,0,-4,1,10,10,-4,-4,-4,4970,0,12,12,4,4,-4,1,0,1
3775,2,5,1983,-4,1,4,27,3,2,1,344119,-4,35000,5,5,4,3,0,1,2,7,7,3,3,5,4,-3,30,3,2,1,35000,185,4,3,4,1,3,3,1,3,0,-4,1,12,12,-4,1,-4,-3,0,12,12,3,3,-4,2,0,2
3776,2,12,1984,49000,1,4,25,3,2,1,364760,-4,-4,5,8,3,3,0,4,5,7,7,1,1,1,3,2540,29,3,2,1,-4,178,2,4,4,1,1,1,1,3,0,-4,2,12,12,-4,-4,-4,7860,0,12,12,3,3,600,2,0,2
3777,1,11,1980,78042,1,3,29,3,3,0,396625,-4,36000,6,2,2,2,0,1,5,7,6,1,1,7,7,7750,33,3,3,1,85000,72,3,5,3,1,3,3,1,2,0,-4,1,12,15,0,4,-4,3180,0,12,16,4,3,-4,0,0,3
3778,2,5,1981,-3,1,4,29,3,0,1,334985,-4,-4,4,11,5,4,0,1,4,2,2,7,7,4,3,-4,32,3,0,1,-4,175,1,5,3,4,1,1,4,3,0,-4,2,8,8,-4,-4,-4,-4,0,12,8,2,3,200,1,1,0
3779,2,8,1984,-3,1,4,26,3,2,1,364760,-4,12000,5,4,4,1,0,2,3,5,5,5,3,5,4,4010,29,3,2,1,18000,156,1,3,4,3,2,1,4,3,0,-4,1,12,12,0,3,-4,8680,0,12,8,2,2,200,0,0,2
3780,1,7,1981,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,10,12,4,2,-4,0,0,-5
3781,1,7,1983,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,10,12,2,2,-4,0,1,-5
3782,2,11,1981,14820,1,4,29,3,2,1,322101,-4,30000,5,2,4,3,1,1,1,7,6,1,5,7,7,4220,32,3,2,1,25000,213,2,2,5,1,4,3,2,4,0,-4,0,12,12,0,1,-4,9370,0,12,14,2,-4,-4,1,1,2
3783,1,6,1982,-3,1,1,28,1,-3,1,104659,-4,-2,5,11,3,2,0,2,5,6,5,4,2,2,5,5550,31,1,4,1,54000,190,3,4,5,2,4,4,2,2,0,-5,0,12,17,1,2,-4,6370,1,12,14,4,4,500,0,0,-5
3784,2,11,1980,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,16,4,3,500,0,2,-5
3785,1,2,1984,-3,1,4,26,3,2,1,345885,-4,32000,5,11,4,3,0,1,1,3,6,5,5,6,6,7810,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,0,1,-4,4970,1,12,16,4,4,500,0,1,2
3786,2,9,1982,68200,1,4,28,3,7,1,349434,-4,39140,5,6,3,1,0,1,1,7,7,2,1,7,7,2100,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,1,-4,7270,1,18,12,4,4,600,0,0,-5
3787,1,5,1983,57000,1,4,27,3,2,1,315505,-4,6600,6,0,-1,1,0,1,1,5,5,1,1,7,1,4430,30,3,2,1,18000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-4,0,12,13,0,1,-4,8590,1,16,16,4,2,200,1,2,2
3788,1,10,1983,-4,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,14,4,4,-4,0,0,-5
3789,2,10,1983,28180,1,1,27,1,5,1,109157,-4,-4,5,5,5,2,0,1,5,5,7,7,2,4,5,2330,30,1,5,1,70000,240,4,1,3,1,1,4,2,3,0,-4,0,12,18,1,2,-4,7860,0,16,19,4,-4,600,1,2,5
3790,1,11,1981,36000,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,11,10,2,2,-4,4,0,-5
3791,2,9,1980,-4,1,1,30,1,5,1,94259,-4,80000,6,0,4,3,0,1,2,6,5,6,4,5,2,230,33,1,5,1,180331,257,3,4,4,1,4,5,2,3,0,-4,1,12,20,1,1,-4,7860,0,14,12,1,-4,-4,4,2,5
3792,1,7,1982,-4,1,1,28,3,2,0,109020,-4,17000,6,3,3,2,0,1,1,7,7,3,2,7,5,2710,31,3,2,0,25000,240,3,5,5,1,3,5,1,2,0,-4,0,12,12,1,1,-4,6590,0,-3,12,4,-4,-4,1,1,2
3793,1,12,1983,3000,1,1,26,3,-3,1,122851,300,3800,5,7,3,1,0,1,1,7,7,5,1,1,1,4020,30,3,-3,1,21000,165,3,4,4,1,3,5,1,1,0,-4,0,7,14,0,2,-4,8680,0,-3,11,2,2,400,0,0,-3
3794,1,12,1980,5048,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,0,-4,7,1,-4,-4,1,0,3
3795,1,11,1982,39000,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,3,0,1,14000,205,-2,5,5,1,-2,5,1,1,0,-4,-5,-5,8,-5,-5,-5,-5,1,10,9,4,4,500,1,0,1
3796,1,1,1984,39000,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,3,1,1,23000,240,2,1,5,1,5,5,2,2,0,-4,-5,-5,12,-5,-5,-5,-5,1,10,9,4,4,500,1,1,1
3797,1,12,1983,41000,1,1,26,3,2,1,128658,-4,-4,6,0,5,5,1,2,5,5,6,6,2,1,3,-4,29,3,2,1,-4,323,2,4,1,1,5,5,1,1,0,-4,0,12,12,-4,-4,-4,-4,0,-3,8,4,-4,500,2,0,2
3798,2,8,1983,2400,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,11,4,-4,500,2,0,-5
3799,2,7,1981,-4,1,2,29,3,3,1,95640,-4,46000,5,7,4,3,0,1,2,6,6,4,3,5,7,3410,32,3,3,1,45000,221,3,4,3,1,2,3,2,2,0,-4,0,12,14,0,3,-4,8190,1,12,13,4,4,-4,0,1,3
3800,1,3,1983,-4,1,2,27,3,4,1,110940,-4,23000,6,0,2,3,0,2,5,6,6,4,2,4,6,4760,30,3,4,1,20000,160,3,2,3,2,4,4,2,2,0,-4,0,12,16,0,4,-4,4790,1,12,13,4,4,-4,0,0,4
3801,2,3,1980,10000,1,1,30,3,2,1,98715,-4,1500,5,6,5,3,0,1,6,7,7,1,1,7,7,3650,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,0,3,-4,8270,0,12,12,4,-4,-4,0,0,-5
3802,1,8,1983,92500,1,3,27,3,2,1,331199,-4,-4,6,4,3,1,0,1,3,6,5,1,5,7,3,5230,30,3,2,1,-2,245,3,3,4,3,5,4,2,5,1,-5,0,12,12,0,1,-4,7590,0,-4,-4,4,4,400,4,2,-5
3803,2,11,1980,43000,1,4,29,3,2,0,435625,-4,5000,5,2,5,2,0,3,1,5,6,2,5,3,4,2760,32,3,2,0,5000,220,4,4,4,1,3,4,3,3,0,300,1,12,14,-4,1,-4,8560,1,12,12,2,3,-4,0,3,2
3804,2,5,1982,53000,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,8,4,-4,300,0,0,-5
3805,1,9,1980,28500,1,4,30,3,2,1,396937,-4,-2,5,10,-1,1,0,1,1,7,6,2,4,6,5,8960,33,3,2,1,30000,190,4,3,5,2,4,5,1,4,0,-4,0,12,12,0,1,0,3580,1,12,14,3,3,-4,3,1,2
3806,2,3,1980,4812,1,1,30,3,0,1,95167,-4,2000,5,3,3,3,0,3,5,5,1,3,5,5,6,4720,33,3,0,1,-2,180,3,4,-1,1,-1,-1,2,4,0,-4,0,7,7,0,1,-4,5090,0,-3,10,2,-4,-4,0,0,0
3807,2,6,1984,16000,1,1,26,3,4,1,108304,-4,-4,5,9,5,2,0,1,1,7,7,1,1,7,7,800,29,3,4,1,31000,250,5,4,4,1,4,5,2,2,0,-4,0,12,17,0,2,-4,7280,0,12,10,4,-4,600,0,0,4
3808,1,7,1980,1180,1,1,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,3,1,1,15000,175,5,2,4,1,3,5,1,4,0,-4,-5,-5,10,-5,-5,-5,-5,0,16,12,4,-4,400,1,2,1
3809,1,9,1983,1180,1,1,27,4,2,1,124034,-4,54000,5,11,3,3,0,1,1,7,6,2,1,6,6,-3,30,4,2,1,18000,212,4,2,4,2,4,5,1,2,0,280,0,12,13,-4,2,-4,-3,0,15,12,4,-4,400,1,0,2
3810,2,7,1981,2000,1,2,29,3,1,1,92202,-4,9000,5,3,4,2,0,1,7,7,7,7,1,7,7,3600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,10,-5,0,1,-4,8190,0,12,9,1,-4,-4,2,0,-5
3811,1,8,1981,2000,1,2,29,3,1,1,130470,-4,23000,6,0,5,3,0,1,1,7,7,6,5,5,7,3920,32,3,1,1,-4,267,3,5,5,1,5,5,1,2,0,200,1,9,13,0,5,-4,7680,0,-3,11,3,-4,-4,0,0,1
3812,2,3,1982,-4,1,1,28,3,-3,1,119056,-4,4000,-2,-2,3,1,0,1,4,7,7,4,1,1,7,4020,31,3,-3,1,2000,135,1,1,2,1,1,2,1,1,0,-4,0,11,11,0,3,-4,8680,0,12,10,4,-4,-4,0,0,-3
3813,1,4,1982,-4,1,4,28,3,2,1,354803,-4,15000,5,9,3,2,0,1,2,7,7,6,2,4,6,4710,31,3,2,1,0,185,4,2,3,1,3,4,3,2,0,-4,0,12,12,-4,1,-4,8770,1,9,12,1,2,-4,3,2,2
3814,1,7,1981,80500,1,4,29,3,3,1,341489,-4,37000,5,10,4,2,0,4,5,6,5,5,3,6,4,6660,32,3,3,1,45000,200,3,2,3,1,4,3,2,2,0,-4,1,12,14,0,1,-4,9570,0,12,12,2,-4,400,2,3,3
3815,2,6,1981,80500,1,2,29,3,2,0,204199,-4,20000,5,1,3,2,0,1,7,6,5,6,7,5,5,4110,32,3,2,1,-4,110,3,3,2,1,4,3,2,3,0,-4,0,12,12,0,1,-4,8680,0,16,16,4,4,400,1,2,2
3816,1,4,1983,80500,1,4,27,3,4,1,310742,-4,61000,5,10,3,2,0,2,2,6,6,3,1,7,7,4920,30,3,4,1,-2,168,3,-2,4,3,4,3,2,3,0,-4,0,12,16,-4,1,0,7070,0,16,-3,4,3,400,1,0,4
3817,1,8,1984,-3,1,4,26,3,5,1,340664,-4,-2,5,8,4,2,0,1,1,7,7,6,5,5,3,1020,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,0,2,-4,7390,1,19,18,4,4,100,0,0,5
3818,2,1,1981,26092,1,4,29,3,1,1,329680,-4,-4,5,7,3,1,0,2,2,6,5,6,2,6,4,-4,32,3,1,1,-4,160,4,1,5,1,2,3,3,1,0,-4,0,9,15,-4,-4,-4,-4,1,7,14,2,1,-4,4,3,1
3819,2,6,1980,58000,1,4,30,3,2,1,408719,-4,6000,5,3,4,3,0,1,1,7,7,6,1,6,6,3650,33,3,2,1,650,125,4,4,5,1,4,5,1,1,0,-5,1,12,12,0,1,1,5380,1,12,12,2,2,500,1,3,-5
3820,2,3,1983,58000,1,4,27,3,1,1,338669,-4,-2,5,3,4,3,0,2,2,6,6,5,7,5,3,4020,30,3,1,1,10000,260,2,2,2,2,3,3,4,3,0,-4,0,10,10,-4,-4,-4,8680,1,12,12,1,3,500,3,3,1
3821,2,4,1984,20000,1,1,26,3,3,1,239858,-4,25000,5,4,5,3,0,1,1,7,6,5,1,5,5,5240,29,3,3,1,21000,270,5,1,4,1,3,4,2,3,0,-4,0,12,14,0,3,-4,1990,0,12,14,2,3,600,2,2,3
3822,2,8,1982,40925,1,4,28,3,7,0,344160,-4,46000,5,5,3,2,0,1,1,6,7,2,1,7,7,2100,31,3,7,1,63000,160,4,5,4,1,4,4,1,1,0,-4,0,12,19,0,1,-4,9480,0,12,16,1,-4,300,3,2,7
3823,2,11,1984,19200,1,3,26,3,1,1,358983,-4,10000,5,9,4,3,0,1,1,6,5,2,2,3,3,-4,29,3,1,0,-4,140,2,2,1,1,1,4,3,1,0,-4,1,11,11,-4,-4,-4,-4,0,13,14,3,-4,400,1,0,1
3824,2,7,1981,43000,1,4,29,3,0,0,329680,-4,5000,5,0,3,3,0,2,3,7,6,4,7,5,3,430,32,3,0,0,5000,130,4,4,5,1,4,4,2,2,0,-4,3,9,9,0,2,-4,7580,1,17,10,4,2,-4,4,3,0
3825,2,10,1981,-4,1,4,29,3,1,0,347870,-4,17000,5,2,4,2,0,1,1,7,7,2,2,6,6,5840,32,3,1,0,35000,195,4,2,4,2,4,4,2,2,0,9300,2,11,11,0,1,-4,7970,0,-3,9,-4,4,-4,0,1,1
3826,1,12,1982,42200,1,1,27,3,1,1,257219,-4,40000,6,0,3,2,0,2,2,6,7,1,1,3,5,6220,30,3,1,1,1000,207,3,3,3,2,4,3,1,2,0,-4,0,9,9,0,2,-4,770,0,11,-3,3,-4,600,1,1,1
3827,1,7,1984,42200,1,1,26,3,2,1,311530,-4,-4,6,2,3,2,0,1,4,4,4,6,5,3,3,-4,29,3,2,1,29000,260,3,2,5,1,4,4,2,2,0,-4,0,12,14,-4,-4,-4,-4,0,12,14,2,2,600,2,1,2
3828,2,9,1981,42600,1,4,29,3,0,1,347870,-4,11000,5,5,4,4,1,2,3,5,3,6,2,3,5,4760,32,3,0,1,12000,155,3,3,4,2,2,3,2,4,1,-4,2,8,8,0,4,-4,5380,0,12,11,4,4,-4,1,1,0
3829,1,4,1982,65035,1,4,29,3,2,0,374378,-4,-2,5,9,2,2,0,1,1,7,6,2,1,6,5,7010,31,3,2,1,24000,130,3,3,4,3,5,4,3,2,0,-4,1,12,12,0,1,0,4790,1,12,14,4,4,600,1,0,2
3830,2,1,1980,36724,1,4,30,3,1,0,431269,-4,-4,5,2,4,4,0,1,1,7,7,7,7,5,7,-4,33,3,1,1,-2,220,5,4,5,1,4,5,1,3,0,-4,1,9,9,-4,-4,-4,-4,1,9,14,4,4,600,1,2,1
3831,1,4,1982,36724,1,4,28,3,0,1,374378,-4,28000,5,8,4,3,0,2,2,6,5,7,7,5,2,9130,31,3,0,1,30000,250,3,3,4,1,3,3,3,4,0,-4,2,10,10,0,3,-4,6290,1,9,14,3,3,600,6,3,0
3832,2,1,1981,28181,1,4,29,3,4,1,369075,-4,36000,5,6,4,2,0,1,1,7,6,5,5,5,5,350,32,3,4,1,45000,150,4,2,3,2,3,2,2,2,0,-4,1,12,16,0,1,-4,7970,1,14,10,3,3,-4,5,3,5
3833,2,4,1980,39200,1,4,30,3,2,1,457558,-4,15000,5,6,4,3,0,1,3,7,7,6,2,6,7,4720,33,3,3,1,8000,188,4,4,-2,1,4,4,2,2,0,-4,0,12,18,-4,-4,-4,5480,1,9,12,2,2,-4,0,1,3
3834,1,10,1981,32202,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,16,12,1,4,-4,4,2,-5
3835,1,5,1981,20168,1,4,29,3,2,0,382294,-4,32000,5,8,1,3,0,1,1,7,7,5,1,5,1,5000,32,3,2,0,40000,290,3,4,3,1,3,4,1,3,0,-5,1,8,8,0,1,-4,1480,0,9,12,-4,4,-4,3,3,-5
3836,1,5,1980,23170,1,1,30,3,4,1,593363,-4,32000,5,10,3,3,0,4,1,7,7,5,4,5,3,9640,33,3,4,1,35000,220,4,1,4,1,4,4,1,2,0,-4,1,12,16,0,1,-4,2190,0,-4,12,2,-4,-4,2,2,4
3837,2,6,1983,-3,1,4,27,3,2,1,593309,-4,5000,5,6,4,3,0,1,3,6,6,4,1,6,3,5240,30,3,2,1,12000,200,2,1,3,1,4,3,3,3,0,-4,1,12,15,0,3,-4,8680,0,14,14,4,-4,500,0,0,2
3838,2,10,1983,50000,1,4,27,2,4,1,593309,344,30429,5,3,4,1,0,2,2,6,6,6,2,3,2,2140,30,2,7,1,13900,190,3,2,1,1,3,4,2,2,0,-4,3,12,20,0,1,-4,7270,0,14,14,3,-4,400,2,3,7
3839,1,7,1980,26000,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,3,0,0,70000,160,4,3,5,1,4,5,2,1,0,-4,-5,-5,10,-5,-5,-5,-5,0,-4,-3,1,-4,500,3,1,1
3840,1,12,1982,26000,1,4,27,3,2,0,621573,-4,-2,4,11,4,3,0,1,7,7,5,3,7,5,5,9600,30,3,2,0,-2,200,-2,4,-2,1,4,-2,3,2,0,-4,1,12,12,-4,-4,-4,6390,0,-4,-3,4,-4,500,0,0,2
3841,2,1,1982,-4,1,1,28,3,2,1,461919,-2,20000,5,3,3,3,0,6,3,7,6,6,1,4,5,4960,32,3,3,1,31000,-2,3,3,4,2,4,1,3,3,0,-5,0,12,14,1,2,-4,6690,1,12,12,4,1,-4,0,0,-5
3842,2,8,1983,-4,1,1,27,3,2,1,427592,200,16000,5,6,4,4,0,2,6,6,6,2,2,5,6,4110,30,3,2,1,22000,205,2,4,4,2,3,3,2,3,0,-4,0,12,13,0,2,-4,8680,1,12,12,1,3,-4,1,1,2
3843,2,3,1983,45000,1,4,27,3,4,1,593309,-4,45000,5,7,4,3,0,2,2,4,4,2,2,6,6,3310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,0,1,-4,8090,0,12,12,1,1,400,4,2,-5
3844,1,1,1980,-4,1,1,30,3,2,1,593363,-4,45000,5,10,3,3,0,1,1,7,7,6,5,5,6,4700,34,3,2,1,-2,208,5,4,5,1,5,5,1,3,0,-4,0,12,12,0,3,-4,4970,0,-3,-3,2,-4,-4,2,2,2
3845,1,7,1984,-4,1,1,26,3,2,1,517227,-4,50000,5,7,3,4,0,3,6,7,5,4,4,5,4,7930,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,1,2,-4,3190,0,-3,-3,1,-4,-4,3,0,2
3846,2,4,1983,-4,1,1,27,3,2,1,297307,200,-4,5,8,3,2,0,1,1,7,6,3,2,5,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,-4,-4,-4,-4,0,19,14,3,-4,-4,1,0,2
3847,2,6,1984,14000,1,4,26,3,2,1,437275,-4,26000,5,5,4,3,0,1,1,7,7,4,1,6,4,8830,29,3,2,0,14879,210,4,2,5,1,4,5,1,2,0,300,0,12,12,0,2,-4,5380,0,11,-4,-4,1,100,1,0,2
3848,1,9,1984,40000,1,4,26,3,1,1,414961,-4,15000,5,9,3,3,0,1,4,5,5,5,6,4,4,8800,29,3,1,1,10000,150,4,3,4,2,4,4,2,2,0,-4,0,10,10,0,2,-4,2290,0,-4,12,1,1,300,1,3,1
3849,1,5,1984,18000,1,4,26,3,1,1,414961,-4,52000,6,2,3,3,0,2,5,6,5,7,7,5,6,4950,29,3,1,1,48000,220,3,4,2,1,2,2,3,1,0,-4,1,11,11,0,2,-4,5690,0,12,15,2,-4,300,5,3,1
